,text,sentiment
8133,nói_chung không nên mua đt cũ hoặc dùng rồi rủi_ro cao lắm chân_tình khuyên mọi người đt hay các loại hàng điện_tử khác tiền có bao_nhiêu dùng đủ bấy_nhiêu miễn_là hàng mới 100,neutral
8134,tôi mua smartphone dù hàng chính hãng hay xách tay rất hay gặp hàng lỗi lg3 2 lần lỗi mic m8 xách tay cũng lỗi mic có_lẽ số rồi sau_này có_lẽ nhờ người khác mua hộ_vậy negative negative negative,neutral
8135,nói thật chứ giờ nghe thấy thương_hiệu lenovo cứ thấy ớn ớn thế_nào ấ,neutral
8136,thương_hiệu mobile thì không bằng lg và lg g4 giá đã giảm dưới 10 triệu trông g4 sang hơn và camera thì chắc_chắn là tốt hơn hàng lenovo positive positive,neutral
8137,điện_thoại tq giá 10tr để mua không e 5 xách tay ý_nghĩa hơn,neutral
8138,không nên mua đt trung quốc bạn ạ dùng được mấy tháng phát ức positive,neutral
8139,hàng việt nam đó bạn,neutral
8140,môbistar của việt_nam nha tq nào,neutral
8141,prime x cũng được nhưng mà bạn phải chịu_khó xài kĩ tại em này thuộc hàng mỏng_manh dễ vỡ hư là coi như bỏ luôn chứ sửa lại xài notpos  đâu nói vậy thôi chứ prime x cũng có cái ngon của em nó tầm giá này làm gì có con nào camera 13 chấm hơn nữa chụp hình cũng khá đẹp máy cũng có thiết_kế đẹp nữa 2 mặt kính trong tầm giá này là quá tốt về mặt thiết_kế rồi nói_chung là ok với em nó chúc bạn chọn được máy ưng_ý với mình positive negative positive positive positive positive positive positive,neutral
8142,tầm này có huawei nhé bạn top 3 thế_giới chất_lượng cũng tương_đương,neutral
8143,bạn mua máy đổi trả đi xài chán thì trả lại mất phí 10 thôi ví_dụ mua 2 triệu trừ 10 là 200 ngàn_thu lại được 1tr8 negative positive,neutral
8144,sao bạn giống mình quá_chừng cũng xài lumia thấy chán muốn sang android xài nè mình với bạn có nhiều điểm giống nhau á negative positive,neutral
8145,chính_xác luôn windophon notpos xài  mobistar tốt hơn nhiều positive,neutral
8146,bạn hư cảm_ứng vì lý_do gì nếu do bạn thì bù nặng là điều tất_nhiên negative negative,neutral
8147,may mobilestar cua minh mua 3tr9 gio phai cam nguon moi xai được positive positive,neutral
8148,mobistar thì bạn yên_tâm về chất_lượng đi tốt cũng 9 10 so với các hãng lớn positive,neutral
8149,lg g3 tgd không bán nữa chỉ còn xách tay thôi,neutral
8150,đt nào cũng vậy thui bạn ạ tuỳ người đánh_giá xài thì mới biết hiện tui có 1 con mobitar prime x xài lâu rồi cũng bình_thường trọng_tâm thích là mua 9 người 10 ý sao biết được điện_thoại bây_giờ rẻ mà negative positive positive,neutral
8151,bạn không nói rõ giá bao nhieu nhưng nếu thật rẽ mua về trang_trí làm_đẹp phòng khách thì được còn để nghe nhạc đúng chất thì phí tiền tôi chưa nghe dòng loa này nhưng chỉ cần đến thương_hiệu là lắc_đầu ngay positive positive,neutral
8152,đánh_giá chủ_quan quá rồi đó loa này kiểu_dáng độc_nhất âm vòm 320w 8 1 kết_hợp hai loa nữa không đủ sống đông sao chài,neutral
8153,nếu muốn thưởng_thức âm_thanh của phim_truyện thì chắc mua cái dàn đó là hợp_lý còn nếu muốn thưởng_thức âm_nhạc thì theo lời khuyên của hầu_hết các diễn_đàn âm_thanh là mua loa âm ly riêng và loa âm ly để nghe nhạc khác với loa âm ly để hát 2 loại đó không dùng lẫn nhau được positive,neutral
8154,register thật_ra mình biết rõ sự khác_biệt của dòng loa chuyên về nghe nhạc với dòng loa sử_dụng trong gia_đình mình chỉ có nhu_cầu cho gia_đình dùng để xem phim hoặc nghe những bản_nhạc thông_thường trên truyền_hình thôi mấy bác có kinh_nghiệm thì share em với nha,neutral
8155,chưa nghe trực_tiếp loa cong mà bạn nói nhưng nhìn cấu_tạo thì có_thể thấy loa đặt phía trước gồm 3 loa nhỏ 1 sub nếu để trải nghiệm âm_thanh phim_truyện hay mình nghĩ sẽ không_thể tạo ra âm_thanh vòm bằng 1 bộ home theatre cùng tầm giá được bạn thử ra siêu_thị điện_máy nghe so_sánh giữa loa cong đó và 1 bộ home theatre cùng tầm giá để cho trực_quan tất_nhiên ở siêu_thị không_gian rộng thì cảm_nhận âm_thanh vòm của home theatre là_hơi khó vì thường là chỉ cho phòng tầm 16m2 trở_xuống positive negative,neutral
8156,thích là chơi so_đo khó lắm bạn ạ giống như mua oto ý thấy hợp là được và cơ_bản tiền nào của ấy mình tin samsung vì thấy đồ_đạc ổn positive negative positive positive,neutral
8157,giá của em này bạn mua được nhiều dàn xin hơn thế này nhiều chứ mua em này chỉ bày cho đẹp thôi positive positive,neutral
8158,bác phải thưởng_thức qua cái đã đừng thấy dáng loa samsung gọn gọn khinh_thường positive positive positive,neutral
8159,xin quá chỉ có dân sành_sỏi mới đủ đẳng_cấp nghe thôi tầm tiền này mua anh loa không dây với chất_lượng tầm_cỡ mấy thùng bas to bự xự là xứng_đáng nghe bác,neutral
8160,nếu bạn dư tiền và thích thì cứ mua loa samsung nghe thì không hơn soundmax bao_nhiêu positive,neutral
8161,chưa dùng nên phán bậy vậy thôi có ai_lại so_sánh samsung với soundmax positive bác đi nghe thử đi rồi cho ý_kiến đừng có phán lung_tung thế soundmax nghe rất tệ giá cũng rẻ hơn của s nhiều nhé negative,neutral
8162,không biết chứ kết_hợp với suhd là hợp lắm cả hình lẫn tiếng đó bác ạ,neutral
8163,nếu về âm_thanh và hình_ảnh mình thấy bạn nên mua sony,neutral
8164,nhà mình chuyển sang dùng loa với cả tv samsung từ cỡ chục năm nay rồi sony thì cũng có dùng nhưng là từ hồi năm 199 hồi đó positive positive,neutral
8165,nếu thích và có tiền thì mua thôi bác mỗingười có gu nhac khác nhau nên tư zấn xong bảo_đảm bác khỏi mua luôn positive,neutral
8166,để nghe nhạc thôi_thì mua cái này trang_trí luôn nếu muốn thưởng_thức âm_nhạc thì mua phí tiền vì đây không phải là dòng sản_phẩm thông_thường,neutral
8167,sản_phẩm này ở mức tầm trung thôi bạn nhưng hàng sam sung luôn chịu_khó đầu_tư kĩ từ hình_ảnh đến nội_dung positive,neutral
8168,nếu tai bạn chỉ để nghe mp3 thì mua loa s dân_chơi âm thành và chụp ảnh chuyên_nghiệp đều là những người có kiến_thức chuyên_môn rất pro nên họ không dùng đồ s và hq,neutral
8169,sao lại bos chỉ được tiếng bas âm của loa tốt không_những bas mạnh mà có màu_sắc chi_tiết hơn s rất nhiều ai_bảo microlab không nghe rõ lời nếu thẩm âm tốt dân âm_thanh họ chắc_chắn sẽ không chọn s_trừ khi nghèo_khổ quá thì đành chọn hàng cretive của singapor mà nghe rẻ tốt hơn và cũng chả phải dùng đến hàng tq positive positive positive positive positive,neutral
8170,loa samsung mà nghe như microlab thì đúng là thua bác đem con hw gì 8501 xv và con bose mini 2 nghe con bose chỉ được tiếng bas còn treble mà mid thì thua nhé microlab còn nghe không rõ lời positive chả hiểu bác trải nghiệm ntn nữa positive positive positive,neutral
8171,loa thi chi nen mua bose,neutral
8172,nếu bạn thích công_nghệ thì mua nhưng nên mua của hãng sony focal bose ̉ a các hãng hàn quốc_vi họ không chuyên về sản_xuất_đồ âm_thanh tôi đã nghe thư âm_thanh nghe rất chán positive negative,neutral
8173,trong tầm 10 triệu thì e này được rồi chứ các bác cứ mang ra so_sánh cái này với cái kia thì chỉ có dàn loa cả tỷ bạc mới đáp_ứng được positive positive,neutral
8174,đây là bộ loa dành cho việc xem tv không phải chuyên_dùng cho nghe nhạc dùng sản_phẩm đúng mục_đích sẽ có hiệu_quả mong_muốn bạn ạ positive,neutral
8175,sonm nói đúng á tuỳ vào mỗi người chứ coi phim bình_thường thì loa cong này ok còn mà kiểu chơi nhạc xịn âm_thanh xịn thì đầu_tư dàn mấy trăm triệu mà xài positive positive positive positive,neutral
8176,cái này cũng khó nói tại bạn không nói ngân_sách định mua là khoảng bao_nhiêu nhưng về việc kết_hợp giữa dàn loa sam sung và tv cong sam sung mình nghĩ là sự kết_hợp tuyệt_vời đó bạn có_thể tìm_hiểu thêm về những sảm phẩm loa và tv phù_hợp positive negative,neutral
8177,mua dàn loa này thì bạn ráng thêm thêm rồi hốt con tv cong của samsung cho đủ bộ luôn,neutral
8178,mua hàng mà mua nhiêu với mua mắc thì mình nghĩ bạn nên chọn hãng uy_tín và dịch_vụ bảo_hành tốt một_chút hàng điện_tử mà đâu có ai biết được mùa hàng sam sung thì yên_tâm hơn còn kết_hợp loa và tivi cong của sam sung nghe hay đó positive positive,neutral
8179,bác mà mua được con hw gì 8501 xv thì ngon rồi còn nếu mà kinh_phí eo_hẹp hơn thì có_thể cân_nhắc 2 con hw gì 7501 xv thi cũng không thua gì mấy đâu âm_thanh cũng ấm và khá là êm tai positive positive positive,neutral
8180,hình_như bác nhầm thì phải gì s9000 mới đúng bác trang_bị dữ_dằn thiệt đó 2 em này cũng hơn 100 củ rồi chắc_chắn nghe nhạc xem phim_đồ đã mắt đã tai positive negative positive,neutral
8181,loa sam sung nhiều á bạn có_thể chọn lưa mua tốt tốt dùng luôn dàn âm_thanh 2 2 samsung mx gì s9000 cũng ngon đó thấy có giảm_giá ngày trước mình mua 20tr á positive positive positive,neutral
8182,nói về loa thì mình rất muốn sắm một bộ nhưng trc giờ ngại ba vụ dây nhợ chằng chịu to_kềnh chiếm diện_tích được biết đến loại không dây đẹp_đẽ đi đôi chất_lượng này thật quá tốt với mình positive positive,neutral
8183,dàn này chắc thiết_kế ra để dùng với curved tv của samsung nè mình nghĩ là samsung đã đầu_tư nhiều vào dàn âm_thanh rồi chất_lượng cũng được cải_thiện hơn nhiều lắm nên đừng cứ giữ mãi những suy_nghĩ xưa cũ hãy ra showrom để trải nghiệm rồi tự mình đánh_giá positive,neutral
8184,loa cong là công_nghệ mới của samsung đó bạn tạo cho cảm_giác nghe tốt hơn khi ở trong phòng tróng đặc_biệt là với những người dùng là gia_đình dàn này đem đến trải nghiệm ấm_cúng cho cả gia_đình positive,neutral
8185,tui không phải dân sành chơi âm_thanh có_điều với nhà tui thì loa cong sam sung là được rồi positive,neutral
8186,có loại này nữa hả bác hồi trước em mua con loa cong gì 6001 giá chừng 8 9 triệu gì đó nhưng cảm_thấy dư xịn rồi kết_nối với đt hay tv gì cũng được ráo positive positive,neutral
8187,nếu không phải dân sành âm_thanh kiểu chuyên chuyên ấy thì loa samsung hw gì 8501 xv là lựa_chọn ổn nhất rồi đó positive,neutral
8188,loa cong sam sung hw gì 7502 xv được á người không mắc đâu tầm 7 9 triệu gì đấy positive,neutral
8189,nói_chung là bác chủ mua chưa ạ,neutral
8190,mua air cũ mỏng nhẹ cho các cụ dễ cầm negative,neutral
8191,ipad 4 luôn đi bạn_đời sau bao_giờ cũng ngon hơn đời trước mà nếu chỉ đọc báo với xem tin_tức thôi_thì không phải lo nóng máy đâu ipad 4 có nhiều cải_tiến hơn ipad 3 mà còn nếu thấy hơi to thì bạn có_thể tham_khảo ipad mini 2 cũng được chúc bạn chọn đước máy ưng_ý với mình positive positive,neutral
8192,quan_trọng là ngân_sách của bạn bao_nhiêu nếu với mức ngân_sách khoảng 6 triệu đồng trở về bạn có_thể tham_khảo 1 số dòng samsung tab cụ nhà mình vừa mua galaxy tab e màn_hình rộng cấu_hình chạy nhanh ổn thích_hợp với đọc net của người già positive,neutral
8193,cũng nên bạn ạ người già dùng máy đơn_giản 1 chút dễ dùng thoát gì bấm 1 nút android thì tiện hơn có nút quay lại nên quả ng_cáo hay gì gì bấm thì nó tắt được nhưng 3 phím dễ nhầm bạn ạ positive positive negative,neutral
8194,ưu_tiên với các mẹ người già là dễ nhìn và thân_thiện với mắt khoản này thì amoled trên s là tốt nhất mình nghĩ nếu ngân_sách khá thì mua s2 thấp hơn thì tab e chưa kể made in vietnam cũng thiện_cảm hơn positive,neutral
8195,giữa ipad 3 và ipad 4 thì cấu_hình ipad 4 mạnh_mẽ hơn nên hoạt_động mượt mà hơn vi xử_lý lõi kép a6x có tần_số xung nhịp là 1 4ghz và đồ_hoạ lõi tứ được tích_hợp trên ipad 4 trong khi đó chip a6 trên iphone 5 có tốc_độ 1 3ghz với 3 nhân đồ_hoạ vì_vậy đã xuất_hiện một_số khác_biệt nhỏ về điểm_chuẩn giữa iphone 5 a6 và ipad 4 a5x các kiểm_nghiệm khác cũng cho thấy ipad 4 được trang_bị 1gb dung_lượng ram positive positive,neutral
8196,ipad mini bạn ạ vì nó nhẹ dễ cầm hơn mình dùng thử ipad 3 nặng quá nên đã quyết_định chọn mini 2 cho bố_mẹ dùng cho nhẹ rồi negative,neutral
8197,nếu chỉ đọc báo lướt nét thì ipad đời_đầu và đời thứ 2 cũng đủ rồi bạn chứ chưa cần đến đời 3 và 4,neutral
8198,chưa từng xài thì đập ngay con ipad 1 về quậy_phá xong thì mua 3 4 như nhau cả,neutral
8199,ipad để mà đọc báo thì ip3 hay ip4 đều tốt hết còn loại nào cấu_hình thì ipad 4 hơn hẳn pin thì như nhau positive,neutral
